pubchem id,common name,flavor profile
6450832,Vitispirane,"{'floral', 'woody', 'earthy', 'fruity'}"
64685,Borneol,"{'pine', 'woody', 'camphor'}"
6473881,parthenolide,{'bitter'}
6493,3-Methyl-3-Pentanol,"{'fruity', 'powerful', 'green', 'leafy'}"
650,"2,3-butanedione","{'butter', 'caramel', 'creamy', 'pungent', 'sweet', 'strong', 'oily'}"
65064,(-)-Epigallocatechin gallate,{'bitter'}
6506,Triethyl Citrate,"{'fruity', 'odorless', 'bitter', 'wine', 'mild'}"
6508206,6753-98-6,"{'woody', 'wood'}"
65084,Gallocatechin,{'bitter'}
65243,Ginkgolide B,{'bitter'}
65285,S-Methyl 2-methylbutanethioate,{''}
65289,"4-Acetyl-1,4-dimethyl-1-cyclohexene",{'fruity'}
65290,"3-Methyl-1,2,4-trithiane",{''}
6532,Linalyl isobutyrate,"{'woody', 'lavender', 'light', 'fruity', 'bergamot'}"
65413,3-(Methylthio)-1-hexanol,"{'sulfurous', 'metallic', 'leafy', 'pepper', 'vegetable', 'green', 'melon'}"
65425,Methyl 4-(methylthio)butyrate,"{'cabbage', 'pineapple', 'sulfury', 'cheese', 'fruity'}"
65427,5-Ethyl-2-hydroxy-3-methylcyclopent-2-en-1-one,{''}
65428,6-Hydroxydihydrotheaspirane,{''}
6544,Isophorone,"{'cooling', 'camphor', 'tobacco', 'cedarwood', 'woody', 'leather', 'camphoraceous', 'green', 'sweet', 'musty', 'fruity'}"
6548,Tetrahydrolinalool,"{'lily', 'floral', 'bois de rose', 'lilac', 'woody', 'oily', 'tea'}"
6549,Linalool,"{'floral', 'citrus', 'bois de rose', 'woody', 'lemon', 'orange', 'lavender', 'blueberry', 'flower', 'sweet', 'green'}"
6552009,Borneol,"{'earthy', 'pine', 'camphor'}"
65575,Cedrol,"{'cedarwood', 'woody', 'soft', 'dry', 'sweet'}"
6558,Isobutylamine,"{'fishy', 'cheesy'}"
6560,2-Methyl-1-propanol,"{'bitter', 'solvent', 'wine', 'ether'}"
6561,Isobutyraldehyde,"{'aldehydic', 'floral', 'green', 'fresh', 'malt', 'pungent'}"
656566,AC1LCV7P,{'bitter'}
6568,2-Butanol,"{'oily', 'apricot', 'wine', 'sweet'}"
6569,2-Butanone,"{'acetone', 'camphor', 'ethereal', 'fruity', 'ether'}"
65724,Verbenone,"{'celery', 'menthol', 'camphor'}"
6584,Methyl Acetate,"{'bitter', 'fruity', 'sweet', 'ether'}"
6590,Isobutyric Acid,"{'cheese', 'butter', 'rancid', 'strawberry'}"
66093,Valerophenone,"{'valerian', 'balsam'}"
660,dihydrocoumarin,"{'creamy', 'cinnamon', 'coumarin', 'tobacco', 'almond', 'sweet', 'herbal', 'coconut', 'tonka'}"
6616,Camphene,"{'fir needle', 'herbal', 'woody', 'camphor'}"
66282,Allyl methyl sulfide,"{'onion', 'alliaceous', 'garlic'}"
6654,Alpha-Pinene,"{'pine', 'turpentine', 'fresh', 'woody', 'earthy', 'camphor', 'minty', 'terpene', 'sweet', 'harsh'}"
6660,80-71-7,"{'maple syrup', 'smoky', 'caramel', 'maple'}"
66654,Xanthoxylin,"{'borneol', 'camphor'}"
667450,AC1LDI49,{'bitter'}
66751,Octyl benzoate,"{'balsam', 'fruity'}"
66828,(1-Bromovinyl)benzene,{''}
67179,(+)-Linalool,"{'floral', 'lavender', 'sweet', 'petitgrain'}"
6736,3-Methylindole,"{'indole', 'civet', 'animal', 'mothball', 'very strong', 'fecal'}"
674,dimethylamine,{''}
67521,"1,2,3,5,6-Pentathiepane",{'mushroom'}
6781,Diethyl Phthalate,{'bitter'}
6782,Diisobutyl Phthalate,{''}
679,dimethyl sulfoxide,"{'garlic', 'bitter', 'oily', 'cheesy', 'mushroom', 'fatty'}"
68077,Tangeretin,{'bitter'}
68148,Chavicol,"{'medicine', 'phenol', 'phenolic', 'medicinal'}"
6826,Methyl 2-(methylamino)benzoate,"{'wine', 'powdery', 'orange', 'neroli', 'blossom', 'phenolic', 'grape', 'sweet', 'musty', 'fruity'}"
68316,Perillen,"{'woody', 'wood'}"
68346,Artemisia ketone,"{'berry', 'green', 'honey', 'herb', 'mint', 'herbal'}"
6857681,beta-SANTALOL,{'woody'}
6874,Isoamyl salicylate,"{'metallic', 'floral', 'tobacco', 'soapy', 'woody', 'wintergreen', 'bitter', 'herbal', 'orchid'}"
6877,Ethyl 2-aminobenzoate,"{'floral', 'wintergreen', 'orange blossom', 'blossom', 'grape', 'sweet'}"
68960,Isobutyl isothiocyanate,{'green'}
68972,1-Triacontanol,{''}
6911854,Sinigrin,{'bitter'}
6915,2-Ethylbutyric Acid,"{'berry', 'caramel', 'acidic', 'dry', 'whiskey', 'sour', 'fruity'}"
6918391,Beta-Elemene,"{'fresh', 'waxy', 'herb', 'herbal', 'wax'}"
6919,2-Furoic Acid,{'odorless'}
6920,2-Acetylthiophene,"{'sulfur', 'sulfury'}"
69320,2-Propylpyridine,"{'roasted', 'tobacco', 'nutty', 'green', 'fatty'}"
69415,Pentyl isothiocyanate,{'green'}
6943,2-Isopropylphenol,"{'creosote', 'medicinal', 'phenolic'}"
6949,Guaiene,"{'powdery', 'wood', 'guaiacwood', 'woody', 'dry', 'spice', 'sweet', 'spicy'}"
69600,2-Hydroxy-4-methoxybenzaldehyde,{'vanillin'}
69816,Allyl thiocyanate,{''}
6985,"2',4'-Dimethylacetophenone","{'mimosa', 'floral', 'woody', 'minty', 'sweet'}"
6986,2-Isopropyl-5-methylcyclohexanone,"{'fresh', 'cool', 'minty', 'green', 'sweet', 'mint', 'peppermint'}"
6987,Piperitone,"{'fresh', 'medicinal', 'fruit', 'camphor', 'minty', 'sweet', 'mint', 'herbal'}"
6988,Pulegone,"{'camphor', 'minty', 'buchu', 'fresh', 'herbal', 'peppermint', 'lime'}"
6989,Thymol,"{'medicinal', 'camphor', 'phenolic', 'thyme', 'herbal'}"
6993580,87-91-2,{''}
69963,5-Hexen-1-ol,{'green'}
6997366,(E)-hex-2-enoate,"{'must', 'fat', 'powerful', 'warm', 'sweet', 'herbal', 'fruity'}"
6998,Salicylaldehyde,"{'cooling', 'medical', 'wintergreen', 'spicy', 'cinnamon'}"
7002,1-Methylnaphthalene,"{'chemical', 'naphthyl', 'medicinal', 'camphor'}"
702,ethanol,"{'ethereal', 'strong', 'alcoholic', 'medical', 'sweet'}"
7041,"2,6-Dimethoxyphenol","{'powdery', 'bacon', 'balsamic', 'phenol', 'woody', 'medicine', 'phenolic', 'smoke', 'smoky'}"
7043,"1,2-Dimethoxybenzene","{'vanilla', 'creamy', 'phenolic', 'musty', 'sweet'}"
7047,Quinoline,"{'tobacco', 'medical', 'rubber', 'musty', 'earthy'}"
70,4-Methyl-2-oxovaleric acid,{'fruity'}
7055,2-Methylnaphthalene,{''}
7059,6-Methylquinoline,"{'tobacco', 'castoreum', 'leather', 'civet', 'fecal', 'tonka'}"
7095,Biphenyl,"{'geranium', 'rose', 'pungent', 'green'}"
70962,(+)-Isomenthone,{'minty'}
7127,Methyleugenol,"{'anise', 'carnation', 'bitter', 'peach', 'chocolate', 'creamy', 'apricot', 'plum', 'mesquite', 'spice', 'fresh', 'spicy', 'banana', 'raspberry', 'oily', 'warm', 'sweet', 'balsam', 'coconut', 'cinnamon', 'vanilla', 'clove', 'musty'}"
7136,Acetyleugenol,"{'floral', 'woody', 'carnation', 'clove', 'spice', 'sweet', 'fresh', 'malt'}"
7144,2-Methoxy-4-Methylphenol,"{'spice', 'vanilla', 'phenolic', 'leather', 'bacon', 'carnation', 'mesquite', 'bitter', 'medicinal', 'medical', 'smoky', 'clove'}"
7146,2-Phenylpropanal,"{'leaf', 'floral', 'lilac', 'hyacinth', 'green', 'fresh', 'sharp'}"
7147,1-Phenyl-1-propanol,"{'floral', 'sweet', 'balsam'}"
7148,Propiophenone,"{'lilac', 'hawthorn'}"
7150,Methyl Benzoate,"{'cananga', 'wintergreen', 'almond', 'herb', 'sweet', 'phenolic', 'prune', 'lettuce', 'floral'}"
7151,Methyl Nicotinate,"{'tobacco', 'herbal', 'warm'}"
7165,Ethyl Benzoate,"{'anise', 'cherry', 'fruit', 'wintergreen', 'dry', 'bitter', 'celery', 'plum', 'musty', 'berry', 'camomile', 'raspberry', 'grape', 'flower', 'cranberry', 'sweet', 'balsam', 'strawberry', 'minty', 'banana', 'fruity'}"
7193,Isopentyl benzoate,"{'sweet', 'waxy', 'balsamic', 'green'}"
7194,Phenethyl benzoate,"{'balsam', 'honey', 'soft', 'rose', 'floral'}"
7222,Benzothiazole,"{'meat', 'cooked', 'coffee', 'sulfury', 'nutty', 'vegetable', 'gasoline', 'rubbery', 'rubber'}"
72276,(-)-Epicatechin,{'bitter'}
72277,(-)-Epigallocatechin,{'bitter'}
72304,Isoflavone,{'bitter'}
72344,Nobiletin,{'bitter'}
72,"3,4-Dihydroxybenzoic Acid","{'balsamic', 'mild', 'phenolic'}"
7237,O-Xylene,{'geranium'}
7247,"1,2,4-Trimethylbenzene",{'plastic'}
7249,"3,4-Dimethylphenol","{'flat', 'dry'}"
7267,"2,5-Dimethylphenol","{'naphthyl', 'bacon', 'phenolic', 'smoke', 'sweet'}"
7284,2-Methylbutyraldehyde,"{'cocoa', 'almond', 'nutty', 'coffee', 'musty'}"
7288,3-Pentanone,"{'acetone', 'ethereal', 'ether'}"
7302,gamma-Butyrolactone,"{'creamy', 'caramel', 'fatty', 'oily', 'sweet'}"
7304,1-Methyl-1H-pyrrole,"{'powerful', 'herbal', 'woody', 'smoky'}"
7311,"2,4-Di-tert-butylphenol",{''}
7335,Carvyl Acetate,"{'green', 'fruity', 'spearmint', 'minty', 'sweet'}"
7341,2-Methylpentanoic acid,"{'cheese', 'sour'}"
7342,Ethyl Isobutyrate,"{'fusel', 'sweet', 'strawberry', 'alcoholic', 'ethereal', 'rubber', 'rummy', 'fruity'}"
7344,Ethyl Lactate,"{'buttery', 'fruit', 'tart', 'butterscotch', 'butter', 'fruity', 'sharp'}"
73467,Verbenalin,{'bitter'}
7351,Isobutyl isobutyrate,"{'pineapple', 'grape skin', 'tropical'}"
7353,Butyl isobutyrate,"{'apple', 'tropical', 'green', 'sweet', 'banana', 'fruity'}"
7359,2-Ethylbutanal,"{'cocoa', 'ethereal', 'green', 'sweet', 'fruity'}"
735940,623-15-4,{''}
7360,Tetrahydrofurfuryl Alcohol,"{'cauliflower', 'vegetable', 'oily', 'warm', 'faint', 'caramel'}"
7361,Furfuryl Alcohol,"{'alcoholic', 'burnt', 'bitter', 'chemical', 'coffee', 'bread', 'sweet', 'musty', 'caramel'}"
7362,2-Furaldehyde,"{'baked', 'fragrant', 'almond', 'woody', 'bread', 'sweet'}"
7363,Furfuryl mercaptan,"{'sulfurous', 'roasted', 'smoky', 'burnt', 'oily', 'sulfury', 'chocolate', 'coffee', 'roast', 'fishy', 'fatty'}"
7364,Thiophene-2-carbaldehyde,"{'sulfur', 'sulfurous'}"
73750,S-Methyl thioacetate,"{'egg', 'sulfurous', 'cabbage', 'vegetable', 'dairy', 'cheese'}"
7393,4-tert-Butylphenol,"{'leather', 'oakmoss'}"
7409,1-Phenylethanol,"{'acetophenone', 'gardenia', 'hyacinth', 'sweet', 'fresh'}"
7410,Acetophenone,"{'hawthorne', 'acacia', 'flower', 'hawthorn', 'almond', 'mimosa', 'bitter', 'chemical', 'sweet', 'must', 'pungent'}"
7438,Carveol,"{'caraway', 'fresh', 'minty', 'spearmint'}"
7439,Carvone,"{'fennel', 'basil', 'licorice', 'minty', 'mint'}"
743,Glutaric Acid,{'odorless'}
7456,Methyl 4-hydroxybenzoate,{'odorless'}
7459,p-Menthane,{'pine'}
7460,Alpha-Phellandrene,"{'peppery', 'turpentine', 'spice', 'woody', 'green', 'mint', 'citrus', 'herbal', 'terpene'}"
7461,Gamma-Terpinene,"{'terpene', 'turpentine', 'woody', 'lemon', 'gasoline', 'tropical', 'bitter', 'oily', 'herbal', 'lime'}"
7462,Alpha-Terpinene,"{'terpene', 'medicinal', 'citrus', 'woody', 'lemon', 'bitter', 'camphoraceous', 'herbal'}"
7463,P-Cymene,"{'spice', 'fresh', 'woody', 'gasoline', 'citrus', 'solvent', 'terpene'}"
7465,4-Isopropylphenol,"{'spicy', 'woody', 'medicinal', 'warm'}"
7469,4'-Hydroxyacetophenone,"{'mimosa', 'mild', 'hawthorn', 'sweet', 'balsam'}"
7476,4'-Methoxyacetophenone,"{'vanilla', 'caramel', 'powdery', 'butter', 'anisic', 'acacia', 'hawthorn', 'balsamic', 'bitter', 'sweet'}"
7478,4-Methoxybenzoic Acid,"{'putrid', 'sweet', 'cadaverous', 'faint'}"
7501,Styrene,"{'floral', 'balsamic', 'gasoline', 'plastic', 'sweet', 'balsam'}"
7507,Cyclohexylmethanol,{''}
7509,Benzyl Mercaptan,"{'sulfurous', 'horseradish', 'alliaceous', 'garlic', 'onion', 'coffee', 'mint', 'sharp'}"
7519,Anisole,"{'anise', 'ethereal', 'alcohol', 'gasoline', 'phenolic', 'cheese', 'butter'}"
7520,Thioanisole,"{'toluene', 'spicy', 'solvent', 'woody'}"
7523,2-Ethylpyridine,"{'grass', 'grassy', 'green'}"
75263,Isopropyl isothiocyanate,"{'mustard', 'pungent'}"
7531,2-Methyl-1-phenyl-2-propanol,"{'rose', 'floral', 'bitter', 'oily', 'cortex', 'green', 'rhubarb', 'clean'}"
753,glycerol,"{'odorless', 'sweet'}"
75427,(R)-(+)-Citronellal,"{'citrus', 'fresh', 'herbal'}"
75515,S-Methyl hexanethioate,"{'ethereal', 'fruity', 'green', 'tropical'}"
75552,Diallyl tetrasulfide,"{'onion', 'garlic', 'strong'}"
7559,Methyl Phenylacetate,"{'floral', 'almond', 'spice', 'sweet', 'waxy', 'honey'}"
7583,Diphenyl oxide,"{'geranium', 'green', 'phenolic', 'leaf'}"
7590,Ethyl Phenylacetate,"{'rose', 'anise', 'fruit', 'cocoa', 'floral', 'raspberry', 'bitter', 'balsam', 'chocolate', 'sweet', 'honey', 'melon', 'grapefruit'}"
7600,102-19-2,"{'mango', 'jasmine', 'cocoa', 'honey', 'castoreum', 'animal', 'chocolate', 'sweet', 'balsam'}"
7601,Phenethyl phenylacetate,"{'balsam', 'honey', 'rose', 'hyacinth', 'floral', 'sweet'}"
76319594,(-)-alpha-Copaene,{''}
7643,Methyl 3-phenylpropionate,"{'wine', 'floral', 'honey', 'balsam', 'fruity'}"
7646,Benzyl isobutyrate,"{'fruity', 'oily', 'tropical', 'jasmin', 'rose', 'sweet', 'jasmine'}"
7650,Benzyl butyrate,"{'berry', 'jasmine', 'jasmin', 'apricot', 'plum', 'peach', 'pear', 'cheese', 'logenberry', 'fresh', 'butter', 'fruity'}"
7651,Benzyl isovalerate,"{'apple', 'pineapple', 'sweet', 'herbal', 'fruity'}"
7654,Phenethyl acetate,"{'honey', 'sweet', 'rose', 'tropical', 'tobacco', 'fruity', 'floral'}"
7655,Phenethyl isobutyrate,"{'rose', 'floral', 'bitter', 'peach', 'tea', 'fruity', 'pastry'}"
7657,Benzyl ether,"{'rose', 'cherry', 'almond', 'plastic', 'chocolate', 'mushroom', 'sweet', 'earthy', 'fruity'}"
7658,Phenethyl butyrate,"{'strawberry', 'floral', 'sweet', 'musty', 'yeast'}"
7664,103-61-7,{''}
768,hydrogen cyanide,{'bitter'}
76922,3-Butenyl isothiocyanate,"{'aromatic', 'pungent'}"
7695,4-Methoxybenzyl acetate,"{'vanilla', 'creamy', 'cherry', 'powdery', 'coumarin', 'almond', 'plum', 'sweet', 'balsam', 'fruity', 'tonka'}"
7702,4-Propylanisole,"{'anise', 'sassafrass', 'fennel', 'licorice', 'sweet'}"
7704,104-50-7,"{'creamy', 'fatty', 'dairy', 'sweet', 'waxy', 'coconut', 'tonka'}"
7707,3-Phenylpropanal,"{'leaf', 'fresh', 'balsam', 'strawberry', 'chocolate', 'green', 'clove', 'foliage', 'honey', 'storax', 'cortex', 'hyacinth', 'cinnamon'}"
7708,Benzyl formate,"{'black tea', 'floral', 'almond', 'apricot', 'pineapple', 'cranberry', 'spicy', 'fruity'}"
7710,gamma-Nonanolactone,"{'creamy', 'buttery', 'oily', 'peach', 'sweet', 'waxy', 'coconut'}"
7711,2-Phenylethyl formate,"{'green', 'watercress', 'rose', 'herbal', 'bitter', 'hyacinth'}"
7714,Gamma-undecalactone,"{'creamy', 'apricot', 'peach', 'lactonic', 'ketonic', 'coconut', 'fruity', 'fatty'}"
77151,Ethyl trisulfide,"{'onion', 'sulfurous', 'garlic'}"
7720,2-Ethylhexan-1-ol,"{'fresh', 'green', 'oily', 'citrus', 'rose', 'floral', 'sweet'}"
7725,p-Tolualdehyde,"{'cherry', 'fruity', 'deep', 'phenolic'}"
7728,5-Ethyl-2-methylpyridine,"{'roasted', 'strong', 'potato', 'nutty', 'raw', 'earthy'}"
7731,4-Methylanisole,"{'cedar', 'naphthyl', 'powdery', 'cresol', 'nutty', 'camphoraceous', 'ylang'}"
7738,4-Methoxybenzyl Alcohol,"{'vanilla', 'caramel', 'powdery', 'chocolate', 'honey', 'flower', 'hawthorn', 'rose', 'lilac', 'hyacinth', 'floral', 'sweet'}"
7742,gamma-Heptalactone,"{'fruit', 'fat', 'nutty', 'hay', 'nut', 'sweet', 'caramel', 'coconut', 'tonka'}"
7749,Ethyl Propionate,"{'fruit', 'juicy', 'pineapple', 'rum', 'grape', 'sweet', 'fruity'}"
7755,3-Methylvaleric acid,"{'sharp', 'animal', 'green', 'acidic', 'cheesy', 'fruity', 'sweaty'}"
7761,Diethyl Malonate,"{'apple', 'sweet', 'fruity', 'green'}"
7762,Ethyl Butyrate,"{'fruit', 'apple', 'juicy', 'cognac', 'pineapple', 'banana', 'fruity'}"
7765,Acetal,"{'cream', 'vegetable', 'green', 'tart', 'earthy', 'honey', 'nut', 'ether', 'fruit', 'sweet'}"
7768,azepan-2-one,"{'bitter', 'spicy', 'amine'}"
7770,Propyl butyrate,"{'apricot', 'sweaty', 'rancid', 'pineapple', 'sweet', 'solvent', 'fruity'}"
7772,Isoamyl propionate,"{'banana', 'tomato', 'fruit', 'fruity', 'ripe', 'tropical', 'bitter', 'sweet', 'pineapple'}"
7775,Isobutyl hexanoate,"{'pineapple', 'tropical', 'peach', 'green', 'sweet', 'fruity'}"
7778,Citronellyl formate,"{'rose', 'cucumber', 'apricot', 'plum', 'peach', 'honey', 'bergamot'}"
77837,"2,5-Dimethylthiazole","{'nutty', 'roasted'}"
77840,2-Vinylpyrazine,{'nutty'}
778574,Isobutyl cinnamate,{''}
7792,"3,7-Dimethyl-1-octanol","{'citrus', 'aldehydic', 'leathery', 'soapy', 'bitter', 'green', 'musty', 'waxy'}"
77932,Diisopropyl disulfide,"{'alliaceous', 'meaty', 'sulfurous', 'cabbage', 'onion'}"
7794,Citronellal,"{'fat', 'herbal', 'dry', 'rose', 'citrus', 'aldehydic', 'waxy', 'floral', 'lemon', 'cherry', 'sweet'}"
7795,Isoamyl butyrate,"{'banana', 'melon', 'tropica', 'green', 'apricot', 'fruity', 'hop_oil', 'papaya', 'whiskey', 'pear'}"
7797,Ethyl Heptanoate,"{'melon', 'plum', 'fruity', 'fruit', 'wine', 'rum', 'pineapple', 'cognac'}"
7799,Ethyl Octanoate,"{'banana', 'brandy', 'fat', 'waxy', 'apricot', 'fruity', 'fruit', 'wine', 'sweet', 'pear'}"
7800,Ethyl dodecanoate,"{'leaf', 'floral', 'soapy', 'sweet', 'waxy', 'clean'}"
7802,3-Heptanone,"{'powerful', 'fruity', 'green', 'fatty'}"
7803,Propyl Propionate,"{'pungent', 'pineapple', 'bitter', 'chemical', 'sweet', 'fruity', 'sharp'}"
7809,P-Xylene,{''}
78120,Hexyl isothiocyanate,"{'green', 'sharp'}"
78151,sec-Butyl isothiocyanate,{''}
78152,Heptyl isothiocyanate,{''}
78160,Erucin,"{'cabbage', 'radish'}"
78199,Ethyl (methylthio)acetate,"{'wine_like', 'apricot', 'citrus', 'floral', 'vegetable', 'woody', 'herbaceous', 'nutty', 'green', 'meaty', 'spicy', 'earthy', 'fruity', 'fatty'}"
7820,Dimethyl Succinate,"{'floral', 'sweet', 'fruity', 'green'}"
7824,Methyl Hexanoate,"{'fresh', 'fruity', 'ether', 'fruit', 'sweet', 'pineapple'}"
7826,Methyl Heptanoate,"{'berry', 'fruit', 'floral', 'orris', 'green', 'sweet', 'waxy'}"
7845,"1,3-Butadiene",{''}
7847,Acrolein,"{'almond', 'cherry'}"
7848,1-Propanethiol,"{'cabbage', 'natural', 'onion', 'sweet', 'gassy'}"
78484,1-Methoxyhexane,"{'painty', 'lavender', 'sweet', 'herbal', 'fruity'}"
784,hydrogen peroxide,{'bitter'}
7852,Propylamine,{'ammoniacal'}
7858,Allyl Alcohol,"{'mustard', 'pungent'}"
785,hydroquinone,{''}
78879,3-Methyl-3-butenyl acetate,{'fruity'}
7888,Hydroxycitronellal,"{'lily', 'floral', 'tropical', 'green', 'sweet', 'waxy', 'melon'}"
78925,2-(Methylthio)ethanol,"{'meaty', 'sulfurous'}"
7894,Isoamylamine,"{'ammonia', 'unpleasant'}"
7895,2-Pentanone,"{'ethereal', 'banana', 'fishy', 'alcohol', 'woody', 'fruity', 'ether', 'fruit', 'wine', 'sweet', 'potato'}"
7896,"1,3-Butanediol","{'bitter', 'odorless'}"
79023,Diosphenol,"{'blackcurrant', 'leaves', 'buchu', 'minty'}"
79045,"1,2-Dithiolane",{''}
79086,3-Methylbutyl isothiocyanate,{'green'}
7909,4-Methyl-2-pentanone,"{'dairy', 'green', 'spice', 'herbal', 'solvent', 'fruity', 'sharp'}"
79105,"3,3-Dimethylcyclohexanol",{''}
7915,Isopropyl Acetate,"{'ethereal', 'chemical', 'sweet', 'banana', 'fruity'}"
7918,Acetic Anhydride,"{'vinegar', 'sharp'}"
7921,gamma-Valerolactone,"{'cocoa', 'tobacco', 'woody', 'warm', 'sweet', 'herbal'}"
7929,M-Xylene,{'plastic'}
7936,"2,4-Lutidine",{''}
7937,"2,6-Dimethylpyridine","{'cocoa', 'woody', 'oily', 'nutty', 'bready', 'amine'}"
7938,"2,6-Dimethylpyrazine","{'cocoa', 'roasted nut', 'roasted nuts', 'roast beef', 'coffee'}"
7943,Dimethyl malonate,{'fruity'}
7945,Ethyl Isovalerate,"{'tutti frutti', 'fruit', 'apple', 'pineapple', 'sweet', 'fruity'}"
7947,Mesitylene,{''}
7957,"2,6-Dimethyl-4-heptanol","{'fermented', 'ethereal', 'yeasty', 'mild', 'fresh'}"
7958,"2,6-Dimethyl-4-heptanone","{'banana', 'metallic', 'green', 'fruity', 'pineapple'}"
7962,Methylcyclohexane,{''}
7964,Chlorobenzene,{''}
7966,Cyclohexanol,"{'menthol', 'phenol', 'camphor'}"
7967,Cyclohexanone,"{'acetone', 'minty'}"
7969,Benzenethiol,"{'penetrating', 'repulsive', 'garlic'}"
7975,2-Methylpyridine,"{'bitter', 'sweat'}"
7976,2-Methylpyrazine,"{'cocoa', 'green', 'chocolate', 'popcorn', 'roasted', 'nutty', 'peanut'}"
79803,1-Pyrroline,"{'ammoniacal', 'shrimp'}"
7981,Butyl Isovalerate,"{'sweet', 'fruit', 'apple', 'peach', 'pear', 'green', 'pineapple'}"
79828,"Tetrasulfide, dimethyl","{'cabbage', 'meaty', 'sulfur', 'garlic'}"
7983,Butyl butyrate,"{'berry', 'apple', 'pineapple', 'peach', 'pear', 'sweet', 'banana', 'fruity'}"
798,indole,"{'animal', 'fecal', 'mothball', 'jasmine', 'fishy', 'floral', 'naphthelene', 'burnt', 'honey', 'moth ball'}"
7991,Valeric acid,"{'putrid', 'sickening', 'rancid', 'animal', 'sweat', 'acidic', 'sweaty'}"
7997,Propyl acetate,"{'fruity', 'fusel', 'celery', 'bitter', 'solvent', 'raspberry', 'pear'}"
79990,"4-Ethyl-1,2-dimethoxybenzene","{'musty', 'earthy'}"
8003,Pentane,{'alkane'}
80046,Diisopropyl trisulfide,"{'sulfury', 'garlic'}"
8007,Butylamine,"{'fishy', 'ammonia'}"
8012,1-Butanethiol,"{'coffee', 'egg', 'garlic', 'sulfury', 'onion'}"
8013,"1,3-Propanedithiol","{'meaty', 'sulfurous'}"
8021,Diethylamine,"{'fishy', 'ammoniacal'}"
8025,Ethyl Formate,"{'ethereal', 'alcohol', 'green', 'cognac', 'rose', 'bitter', 'pungent'}"
8027,Pyrrole,"{'ethereal', 'nutty', 'warm', 'sweet'}"
8028,Tetrahydrofuran,{''}
802,indole-3-acetic acid,"{'mild', 'sour', 'odorless'}"
8038,Isobutyl Acetate,"{'fruit', 'apple', 'ethereal', 'tropical', 'bitter', 'sweet', 'banana', 'fruity'}"
8042,Isopropyl Myristate,"{'oily', 'fatty', 'faint', 'cinnamon'}"
8048,Ethyl Decanoate,"{'apple', 'oily', 'pear', 'grape', 'sweet', 'brandy', 'waxy', 'fruity'}"
8051,2-Heptanone,"{'woody', 'soap', 'fruity', 'spicy', 'herbal', 'coconut', 'sweet', 'cinnamon'}"
8052,Isopentyl formate,"{'vinous', 'fruit', 'ethereal', 'plum', 'dry', 'blackcurrant', 'green', 'earthy'}"
8058,Hexane,{'alkane'}
8060,Amylamine,"{'fishy', 'ammoniacal'}"
8063,Pentanal,"{'berry', 'bready', 'fruity', 'almond', 'nutty', 'malt', 'fermented', 'pungent'}"
8073,Propyl Formate,"{'berry', 'ethereal', 'bitter', 'rum', 'green', 'sweet', 'fruity'}"
8077,Diethyl Disulfide,"{'garlic', 'onion', 'ripe', 'greasy', 'gassy'}"
80790,Carvacryl methyl ether,"{'spicy', 'herbal', 'leafy'}"
80796,Lauryl 3-mercaptopropionate,{''}
8082,Piperidine,"{'animal', 'bitter', 'heavy', 'floral', 'sweet'}"
8091,Methyl octanoate,"{'aldehydic', 'vegetable', 'green', 'waxy', 'orange', 'herbal', 'sweet'}"
8093,Octan-2-one,"{'weedy', 'natural', 'woody', 'gasoline', 'bitter', 'soap', 'herbal', 'earthy'}"
8094,Heptanoic Acid,"{'cheesy', 'cheese', 'sour', 'rancid', 'sweat'}"
8103,1-Hexanol,"{'ethereal', 'resin', 'alcoholic', 'green', 'oil', 'flower', 'fruity', 'fusel', 'sweet'}"
8106,1-Hexanethiol,"{'sulfurous', 'sulfur', 'roasted', 'fat', 'burnt', 'garlic', 'sulfury', 'meaty', 'fatty'}"
8118,Propyl sulfide,"{'onion', 'garlic'}"
81221,"2,4-Dimethylanisole","{'spicy', 'herbal'}"
8122,Ethyl Stearate,"{'mild', 'waxy'}"
81263,Rhodinol,{''}
8129,1-Heptanol,"{'strawberry', 'woody', 'leafy', 'chemical', 'peony', 'green', 'sweet', 'musty', 'herbal', 'violet', 'coconut'}"
8130,Heptanal,"{'aldehydic', 'fresh', 'fat', 'rancid', 'wine-lee', 'green', 'fatty', 'ozone', 'citrus', 'herbal'}"
8139,Methyl Dodecanoate,"{'creamy', 'fat', 'soapy', 'mushroom', 'waxy', 'coconut'}"
8141,Nonane,"{'alkane', 'gasoline'}"
8158,Nonanoic Acid,"{'cultured dairy', 'fat', 'dirty', 'green', 'waxy', 'cheese'}"
8159,Heptyl acetate,"{'fruit', 'apricot', 'woody', 'rum', 'ripe', 'pear', 'green', 'fresh'}"
8163,2-Undecanone,"{'creamy', 'floral', 'orris', 'orange', 'iris', 'green', 'fresh', 'waxy', 'fruity', 'fatty'}"
8164,Octyl acetate,"{'waxy', 'mushroom', 'green', 'herbal', 'earthy'}"
8167,Decyl Acetate,"{'rose', 'laundered cloths', 'oil', 'citrus', 'soapy', 'orange', 'pineapple', 'fresh', 'waxy', 'clean'}"
8169,Heptyl formate,"{'herbal', 'cucumber', 'apple', 'floral', 'plum', 'green', 'waxy'}"
8174,1-Decanol,"{'rose', 'fat', 'floral', 'watery', 'orange', 'fatty', 'sweet', 'waxy', 'clean'}"
